商户编号,商户全称,商户简称,区域,商户地址,所属商圈编号,所属商圈名称,所属银行机构代码,商户机构代码,商户上架状态,省域,Qr Code,活动编号,城市,Sub Mer ID,Account Type,Shops Aptitude,组织机构表 → 总行标识,组织机构表 → 系统机构号,组织机构表 → 行政区划号,组织机构表 → 行名称,组织机构表 → 省域,组织机构表 → 城市,组织机构表 → 分行级别
1385,合肥易集采电子商务有限公司,合肥易集采,蜀山区,经济技术开发区繁华大道南繁华世家雅景苑4幢101室,44,宁波得力,129999,91340100080343088B,ing,安徽省,MTYxNzcwNDk5OTIyNQ==,,合肥市,0291340100080343088B,601,91340100080343088B,ABC,129999,340000,安徽,安徽省,,1
1386,合肥诺文商贸有限公司,诺文商贸,瑶海区,瑶海区东二环临泉路交口东升花园4栋104,44,宁波得力,129999,91340100348699465U,soldOut,安徽省,MTYxNzcwNTAwOTcwNw==,,合肥市,0291340100348699465U,401,91340100348699465U,ABC,129999,340000,安徽,安徽省,,1
1387,合肥木易商贸有限公司,新兴禾文体,庐阳区,合肥市庐阳区淮河路城隍庙新兴禾文体,44,宁波得力,129999,9.13401E+17,ing,安徽省,MTYxNzcwNTAyMDE4NQ==,,合肥市,2.9134E+18,601,9.13401E+17,ABC,129999,340000,安徽,安徽省,,1
1388,合肥市驰晟商贸有限公司,驰晟,瑶海区,临泉东路海州景绣世家39栋102室,44,宁波得力,129999,91340100571751836X,soldOut,安徽省,MTYxNzcwNTAzMDY2NQ==,,合肥市,0291340100571751836X,401,91340100571751836X,ABC,129999,340000,安徽,安徽省,,1
1389,合肥宝春商贸有限公司,顺达办公,包河区,合肥市包河区繁华大道与北京路交口,44,宁波得力,129999,9.13401E+17,ing,安徽省,MTYxNzcwNTA0MTE1MA==,,合肥市,2.9134E+18,601,9.13401E+17,ABC,129999,340000,安徽,安徽省,,1
1390,安徽羽墨文化用品有限公司,羽墨办公,蜀山区,黄山路与怀宁路交叉口向北60米,44,宁波得力,129999,91340100595708832A,ing,安徽省,MTYxNzcwNTA1MTYzMQ==,,合肥市,0291340100595708832A,601,91340100595708832A,ABC,129999,340000,安徽,安徽省,,1
1391,安徽文博电子科技有限公司,安徽文博,瑶海区,合肥市安徽轻工商城内,44,宁波得力,129999,91340100661440863A,ing,安徽省,MTYxNzcwNTA2MjEyNA==,,合肥市,0291340100661440863A,601,91340100661440863A,ABC,129999,340000,安徽,安徽省,,1
1392,合肥市风声办公用品有限公司,风声办公,蜀山区,合肥市经开区凯旋门小区,44,宁波得力,129999,91340100MA2NBAXF1A,ing,安徽省,MTYxNzcwNTA3MjYwNw==,,合肥市,0291340100MA2NBAXF1A,601,91340100MA2NBAXF1A,ABC,129999,340000,安徽,安徽省,,1
1393,安徽安业兴商贸有限公司,宝业兴商贸,瑶海区,合肥市瑶海区安徽大市场7区1762号,44,宁波得力,129999,91340100MA2NOGEK85,soldOut,安徽省,MTYxNzcwNTA4MzA4NQ==,,合肥市,0291340100MA2NOGEK85,401,91340100MA2NOGEK85,ABC,129999,340000,安徽,安徽省,,1
1394,合肥鑫顺源安全科技有限公司,鑫顺源,瑶海区,合肥市京商商贸城GK栋114鑫祥劳保,44,宁波得力,129999,91340100MA2WGC894T,soldOut,安徽省,MTYxNzcwNTA5MzU2NA==,,合肥市,0291340100MA2WGC894T,401,91340100MA2WGC894T,ABC,129999,340000,安徽,安徽省,,1
1395,合肥共淼商贸有限公司,佳兴办公,庐阳区,合肥市庐阳区淮河路城隍庙佳兴办公,44,宁波得力,129999,91340102MA2U4FJ28U,ing,安徽省,MTYxNzcwNTEwNDA0OA==,,合肥市,0291340102MA2U4FJ28U,601,91340102MA2U4FJ28U,ABC,129999,340000,安徽,安徽省,,1
1396,安徽奔逐电子商务有限公司,奔逐办公,巢湖市,合肥市天河路332号,44,宁波得力,129999,91340103MA2RGUDK05,soldOut,安徽省,MTYxNzcwNTExNDUyNw==,,合肥市,0291340103MA2RGUDK05,401,91340103MA2RGUDK05,ABC,129999,340000,安徽,安徽省,,1
1397,合肥乾坤工贸有限责任公司,乾坤工贸,瑶海区,合肥市瑶海区长江批发市场一期鞋城14号,44,宁波得力,129999,91340122704906062G,soldOut,安徽省,MTYxNzcwNTEyNTAwOQ==,,合肥市,0291340122704906062G,401,91340122704906062G,ABC,129999,340000,安徽,安徽省,,1
1398,安徽字外书店有限公司,安徽字外书店有限公司,肥西县,肥西县巢湖中路肥西中学旁边50米,44,宁波得力,129999,91340123MA2MQEX519,ing,安徽省,MTYxNzcwNTEzNTQ5Mw==,,合肥市,0291340123MA2MQEX519,601,91340123MA2MQEX519,ABC,129999,340000,安徽,安徽省,,1
1399,安徽盛至和安全科技有限公司,安徽盛至和安全科技有限公司,肥西县,肥西县华南城小商品市场北二门6A-1D5-15-16,44,宁波得力,129999,91340123MA2UCRQ45A,ing,安徽省,MTYxNzcwNTE0NTk3OQ==,,合肥市,0291340123MA2UCRQ45A,601,91340123MA2UCRQ45A,ABC,129999,340000,安徽,安徽省,,1
1400,合肥沁淮商贸有限公司,合肥沁淮商贸有限公司,庐江县,庐江县文明商城得力文具,44,宁波得力,129999,91340124MA2TL84090,ing,安徽省,MTYxNzcwNTE1NjQ1Nw==,,合肥市,0291340124MA2TL84090,601,91340124MA2TL84090,ABC,129999,340000,安徽,安徽省,,1
1401,合肥市彩雅商贸有限公司,合肥市彩雅商贸有限公司,巢湖市,巢湖市人民路商业街10号楼216,44,宁波得力,129999,91340181MA2RKM7P3B,soldOut,安徽省,MTYxNzcwNTE2NjkzNA==,,合肥市,0291340181MA2RKM7P3B,401,91340181MA2RKM7P3B,ABC,129999,340000,安徽,安徽省,,1
1402,芜湖市云爱文化用品商贸有限公司,中龙文化,,芜湖市沿河路125号,44,宁波得力,129999,91340200052902540F,soldOut,安徽省,MTYxNzcwNTE3NzQxMQ==,,芜湖市,0291340200052902540F,401,91340200052902540F,ABC,129999,340000,安徽,安徽省,,1
1403,芜湖我在送电子商务有限公司,芜湖我在送电子商务有限公司,镜湖区,安徽省芜湖市镜湖区名流SOHO3017,44,宁波得力,129999,91340200052922285H,soldOut,安徽省,MTYxNzcwNTE4Nzg5OA==,,芜湖市,0291340200052922285H,401,91340200052922285H,ABC,129999,340000,安徽,安徽省,,1
1404,芜湖展拓办公设备商贸有限公司,芜湖展拓办公设备商贸有限公司,镜湖区,芜湖市镜湖区金马小区8栋9-10号,44,宁波得力,129999,91340200090753857U,soldOut,安徽省,MTYxNzcwNTE5ODM4Mg==,,芜湖市,0291340200090753857U,401,91340200090753857U,ABC,129999,340000,安徽,安徽省,,1
1405,芜湖佳文商贸有限公司,芜湖佳文商贸有限公司,镜湖区,安徽省芜湖市镜湖区沿河小区3-1-23户芳林文具,44,宁波得力,129999,91340200661417524Q,soldOut,安徽省,MTYxNzcwNTIwODg2Mw==,,芜湖市,0291340200661417524Q,401,91340200661417524Q,ABC,129999,340000,安徽,安徽省,,1
1406,芜湖奥菲斯科贸有限责任公司,芜湖奥菲斯科贸有限责任公司,镜湖区,芜湖市镜湖区赭山西路28号风华建设公司院内办公用品仓库,44,宁波得力,129999,91340200760802153M,soldOut,安徽省,MTYxNzcwNTIxOTM0Ng==,,芜湖市,0291340200760802153M,401,91340200760802153M,ABC,129999,340000,安徽,安徽省,,1
1407,芜湖慧聪商贸有限公司,芜湖慧聪商贸有限公司,镜湖区,芜湖市镜湖区长街小商品市场A区大厅15号,44,宁波得力,129999,91340200MA2MQW8B05,soldOut,安徽省,MTYxNzcwNTIyOTgyMw==,,芜湖市,0291340200MA2MQW8B05,401,91340200MA2MQW8B05,ABC,129999,340000,安徽,安徽省,,1
1408,芜湖市得茂商贸有限公司,国华文具,镜湖区,芜湖市镜湖区富春园小区12栋15号,44,宁波得力,129999,91340200MA2NGUKK1C,soldOut,安徽省,MTYxNzcwNTI0MDMwNw==,,芜湖市,0291340200MA2NGUKK1C,401,91340200MA2NGUKK1C,ABC,129999,340000,安徽,安徽省,,1
1409,芜湖市建斌商贸有限公司,兴华文具,镜湖区,安徽省芜湖市镜湖区金苑小区4栋1-05,44,宁波得力,129999,91340200MA2REB7T3A,soldOut,安徽省,MTYxNzcwNTI1MDc5MQ==,,芜湖市,0291340200MA2REB7T3A,401,91340200MA2REB7T3A,ABC,129999,340000,安徽,安徽省,,1
1410,芜湖市惠腾电子商贸有限公司,芜湖市惠腾电子商贸有限公司,镜湖区,芜湖市融汇广场西区148号,44,宁波得力,129999,9.13402E+17,soldOut,安徽省,MTYxNzcwNTI2MTI3NQ==,,芜湖市,2.9134E+18,401,9.13402E+17,ABC,129999,340000,安徽,安徽省,,1
1411,芜湖市恒通商贸有限公司,芜湖市恒通商贸有限公司,鸠江区,芜湖市南翔万商东三街2A-1056,44,宁波得力,129999,91340207698989710Y,soldOut,安徽省,MTYxNzcwNTI3MTc1OQ==,,芜湖市,0291340207698989710Y,401,91340207698989710Y,ABC,129999,340000,安徽,安徽省,,1
1412,蚌埠市伟之悦商贸有限公司,得力文具店,蚌山区,安徽省蚌埠市太平街3号区,44,宁波得力,129999,91340303MA2T789T1N,soldOut,安徽省,MTYxNzcwNTI4MjI0Nw==,,蚌埠市,0291340303MA2T789T1N,401,91340303MA2T789T1N,ABC,129999,340000,安徽,安徽省,,1
1413,淮北市恒诺商贸有限公司,淮北市恒诺商贸有限公司,相山区,安徽省淮北市相山区惠黎路61-3,44,宁波得力,129999,91340600MA2MTRXTX4,soldOut,安徽省,MTYxNzcwNTI5MjczMA==,,淮北市,0291340600MA2MTRXTX4,401,91340600MA2MTRXTX4,ABC,129999,340000,安徽,安徽省,,1
1414,黄山市顶杰商贸有限公司,黄山市顶杰商贸有限公司,屯溪区,屯溪区前园南路27号,44,宁波得力,129999,91341000MA2MU2X856,soldOut,安徽省,MTYxNzcwNTMwMzIxMg==,,黄山市,0291341000MA2MU2X856,401,91341000MA2MU2X856,ABC,129999,340000,安徽,安徽省,,1
1415,黄山市亿速商贸有限公司,黄山市亿速商贸有限公司,屯溪区,黄山市屯溪区新安江南之星102室,44,宁波得力,129999,91341000MA2MXBRG32,soldOut,安徽省,MTYxNzcwNTMxMzcyNA==,,黄山市,0291341000MA2MXBRG32,401,91341000MA2MXBRG32,ABC,129999,340000,安徽,安徽省,,1
1416,安徽玖创仪器科技有限公司,安徽玖创仪器科技有限公司,歙县,歙县鸿基商贸城13栋112号,44,宁波得力,129999,91341021MA2MQ81Y9U,soldOut,安徽省,MTYxNzcwNTMyNDIwMQ==,,黄山市,0291341021MA2MQ81Y9U,401,91341021MA2MQ81Y9U,ABC,129999,340000,安徽,安徽省,,1
1417,安徽博约办公用品销售有限公司,安徽博约办公用品销售有限公司,颍上县,颍上县慎城镇下溜路东风居委会58号,44,宁波得力,129999,91341226MA2T0C7A6J,soldOut,安徽省,MTYxNzcwNTMzNDY3Ng==,,阜阳市,0291341226MA2T0C7A6J,401,91341226MA2T0C7A6J,ABC,129999,340000,安徽,安徽省,,1
1418,砀山新天地电脑商贸有限公司,新天地得力办公,砀山县,砀山县砀城镇人民东路1号,44,宁波得力,129999,91341321695740717N,soldOut,安徽省,MTYxNzcwNTM0NTE1NQ==,,宿州市,0291341321695740717N,401,91341321695740717N,ABC,129999,340000,安徽,安徽省,,1
233,北京欧雅锋盛文化用品有限公司,北京欧雅锋盛文化用品有限公司,东城区,北京市东城区万朋文化用品市场130号,44,宁波得力,119999,91110101694971070D,soldOut,北京市,MTYxNjEzNTY4MDkzMQ==,,北京市,0291110101694971070D,401,91110101694971070D,ABC,119999,110000,北京,北京市,,1
234,北京金凌普照商贸有限公司,北京金凌普照商贸有限公司,朝阳区,北京市朝阳区西坝河南路甲一号一层A103,44,宁波得力,119999,91110105MA01CXWQXH,soldOut,北京市,MTYxNjEzNTY4MTkwOQ==,,北京市,0291110105MA01CXWQXH,401,91110105MA01CXWQXH,ABC,119999,110000,北京,北京市,,1
235,北京文都文具有限公司,北京文都文具有限公司,海淀区,北京市海淀区蓝锭厂居住区,44,宁波得力,119999,91110108774067591P,soldOut,北京市,MTYxNjEzNTY4Mjg2Mw==,,北京市,0291110108774067591P,401,91110108774067591P,ABC,119999,110000,北京,北京市,,1
559,北京鑫天泰商贸中心,北京鑫天泰商贸中心,丰台区,北京市丰台区大成路23号1层5-9,44,宁波得力,119999,92110106MA01JPHY6G,ing,北京市,MTYxNjEzNTk5MDcwMQ==,,北京市,0292110106MA01JPHY6G,401,92110106MA01JPHY6G,ABC,119999,110000,北京,北京市,,1
560,北京京航庄泰伟业商贸中心,北京京航庄泰伟业商贸中心,丰台区,丰台区云岗南区东里10号-9,44,宁波得力,119999,92110106MA016WC39Q,ing,北京市,MTYxNjEzNTk5MTY1Ng==,,北京市,0292110106MA016WC39Q,401,92110106MA016WC39Q,ABC,119999,110000,北京,北京市,,1
561,北京鑫德瑞商贸有限公司,北京鑫德瑞商贸有限公司,丰台区,北京市丰台区文体路66号便民商业街,44,宁波得力,119999,91110106678799194J,soldOut,北京市,MTYxNjEzNTk5MjU5MA==,,北京市,0291110106678799194J,401,91110106678799194J,ABC,119999,110000,北京,北京市,,1
562,北京趣舍万殊文化发展有限公司,北京趣舍万殊文化发展有限公司,海淀区,北京市海淀区双清苑1号楼一层114房间,44,宁波得力,119999,91110108MA01N9JT6U,soldOut,北京市,MTYxNjEzNTk5MzUyNQ==,,北京市,0291110108MA01N9JT6U,401,91110108MA01N9JT6U,ABC,119999,110000,北京,北京市,,1
1032,北京文和百欣商贸有限公司,得力办公(文和百欣),东城区,北京市东城区盛购礼品楼1-636,44,宁波得力,119999,91110101554829267A,soldOut,北京市,MTYxNzcwMDA4MTcwNA==,,北京市,0291110101554829267A,401,91110101554829267A,ABC,119999,110000,北京,北京市,,1
1033,腾达宏业（北京）科技有限公司,腾达宏业（北京）科技有限公司,丰台区,北京市丰台区新发地潘家庙56号14幢B-6-77,44,宁波得力,119999,91110106MA0067C21P,ing,北京市,MTYxNzcwMDA5MjE1MQ==,,北京市,0291110106MA0067C21P,601,91110106MA0067C21P,ABC,119999,110000,北京,北京市,,1
1034,北京世纪宏巨商贸有限公司,得力文具（世纪宏巨）,海淀区,北京市海淀区科贸电子城,44,宁波得力,119999,9.11101E+17,ing,北京市,MTYxNzcwMDEwMjYxOQ==,,北京市,2.9111E+18,601,9.11101E+17,ABC,119999,110000,北京,北京市,,1
1035,北京春光聚鑫商贸有限公司,得力文具,顺义区,北京市顺义区石门市场酒店大厅得力文具,44,宁波得力,119999,91110113MA002RU29W,ing,北京市,MTYxNzcwMDExMzA5NA==,,北京市,0291110113MA002RU29W,601,91110113MA002RU29W,ABC,119999,110000,北京,北京市,,1
1037,北京闻多思商贸有限公司,得力办公,平谷区,北京市平谷区文发市场得力办公,44,宁波得力,119999,91110117057377941Q,ing,北京市,MTYxNzcwMDEzNDAzNg==,,北京市,0291110117057377941Q,601,91110117057377941Q,ABC,119999,110000,北京,北京市,,1
1040,北京万亨商贸有限公司,万亨配送中心,密云区,北京市密云区华远市场对面,44,宁波得力,119999,91110228L03727435E,ing,北京市,MTYxNzcwMDE2NTQ2MA==,,北京市,0291110228L03727435E,601,91110228L03727435E,ABC,119999,110000,北京,北京市,,1
1041,北京世纪瑞诚科技发展有限公司,瑞诚办公劳保,密云区,北京市密云区华远市场北门1号楼,44,宁波得力,119999,91110228MA001PUYXE,ing,北京市,MTYxNzcwMDE3NTkzNw==,,北京市,0291110228MA001PUYXE,601,91110228MA001PUYXE,ABC,119999,110000,北京,北京市,,1
457,台江区利隆文具店,台江区利隆文具店,台江区,福州市台江区上海街道兰花路27-29,44,宁波得力,139999,92350103MA34Q34F4U,ing,福建省,MTYxNjEzNTg5MzA4Mg==,,福州市,0292350103MA34Q34F4U,401,92350103MA34Q34F4U,ABC,139999,350000,福建,福建省,,1
458,福安市晓玲文具店,福安市晓玲文具店,福安市,福安市天马北路140号,44,宁波得力,139999,92350981MA2YE2644C,ing,福建省,MTYxNjEzNTg5NDAyMg==,,宁德市,0292350981MA2YE2644C,401,92350981MA2YE2644C,ABC,139999,350000,福建,福建省,,1
459,宁德市树德商贸有限公司,宁德市树德商贸有限公司,蕉城区,宁德市蕉城区天湖西路南侧禾兴楼-102,44,宁波得力,139999,91350902050346018X,soldOut,福建省,MTYxNjEzNTg5NDk0OQ==,,宁德市,0291350902050346018X,401,91350902050346018X,ABC,139999,350000,福建,福建省,,1
1217,上海弥羽实业有限公司,上海弥羽实业有限公司,闽侯县,闽侯县荆溪镇港头连头53号,44,宁波得力,139999,91310120MA1HP9427N,ing,福建省,MTYxNzcwMzIzNjIzOA==,,福州市,0291310120MA1HP9427N,601,91310120MA1HP9427N,ABC,139999,350000,福建,福建省,,1
1419,福州三特办公用品有限公司,三特办公,晋安区,福州市鼓楼区五四路323号安华苑123楼综合一层4号店面,44,宁波得力,139999,91350102077420599K,ing,福建省,MTYxNzcwNTM1NTYzNw==,,福州市,0291350102077420599K,601,91350102077420599K,ABC,139999,350000,福建,福建省,,1
1420,福州市正全贸易有限公司,正全办公,仓山区,福州市仓山区盖山镇齐安路769号利嘉国际商业城11馆一层27、28号商,44,宁波得力,139999,9.13501E+17,ing,福建省,MTYxNzcwNTM2NjMwNA==,,福州市,2.9135E+18,601,9.13501E+17,ABC,139999,350000,福建,福建省,,1
1421,福州远卓办公用品有限公司,远卓办公,台江区,福州市台江区五一中路169号大利嘉城F区地下一层2号,44,宁波得力,139999,9.13501E+17,ing,福建省,MTYxNzcwNTM3NjgyMA==,,福州市,2.9135E+18,601,9.13501E+17,ABC,139999,350000,福建,福建省,,1
1422,福州好印象办公用品有限公司,好印象办公用品,台江区,福建省福州市台江区五一中路169号利嘉二期16号楼20层18室,44,宁波得力,139999,91350103315446744W,ing,福建省,MTYxNzcwNTM4NzMwMA==,,福州市,0291350103315446744W,601,91350103315446744W,ABC,139999,350000,福建,福建省,,1
1423,福州福茂电子有限公司,晨星办公,台江区,州台江区五一中路132号轻工厂房1号楼第4层406室,44,宁波得力,139999,91350103550967355X,ing,福建省,MTYxNzcwNTM5Nzc4NA==,,福州市,0291350103550967355X,601,91350103550967355X,ABC,139999,350000,福建,福建省,,1
1424,福州繁隆有限公司,兴创鑫文体,台江区,福建省福州市台江区瀛洲街道江滨中大道116号君临闽江公寓（原,44,宁波得力,139999,9.13501E+18,ing,福建省,MTYxNzcwNTQwODI2NA==,,福州市,2.9135E+19,601,9.13501E+18,ABC,139999,350000,福建,福建省,,1
1425,福州欣意电子科技有限公司,欣意电子,台江区,福州市台江区五一中路169号利嘉城写字楼（16号楼）2135单元,44,宁波得力,139999,9.13501E+17,ing,福建省,MTYxNzcwNTQxODczOA==,,福州市,2.9135E+18,601,9.13501E+17,ABC,139999,350000,福建,福建省,,1
1426,福建省鑫诚众诺信息技术服务有限公司,启翔办公,台江区,福建省福州市台江区五一中路169号利嘉城A区综合层A2-28A商场-0,44,宁波得力,139999,91350103MA32KC9L5Q,ing,福建省,MTYxNzcwNTQyOTIyNA==,,福州市,0291350103MA32KC9L5Q,601,91350103MA32KC9L5Q,ABC,139999,350000,福建,福建省,,1
1427,福建力天同创云供应链管理有限公司,力天企业,仓山区,福州市仓山区刀石山路8号创丰创新产业园4号楼501,44,宁波得力,139999,91350103MA32P9LH8N,ing,福建省,MTYxNzcwNTQzOTY5OQ==,,福州市,0291350103MA32P9LH8N,601,91350103MA32P9LH8N,ABC,139999,350000,福建,福建省,,1
1428,福州创永佳贸易有限公司,创佳办公,仓山区,福州仓山区建新镇闽江大道128号香江明珠29号楼—36号楼连接体一层0,44,宁波得力,139999,91350104MA2XRJE5XP,ing,福建省,MTYxNzcwNTQ1MDE4MA==,,福州市,0291350104MA2XRJE5XP,601,91350104MA2XRJE5XP,ABC,139999,350000,福建,福建省,,1
1429,福州博力诚汇信息科技有限公司,连江博力诚汇,连江县,连江县凤城镇文笔路6号凤翔现代城1号楼37号店,44,宁波得力,139999,91350122MA31EGQ415,ing,福建省,MTYxNzcwNTQ2MDY2Mw==,,福州市,0291350122MA31EGQ415,601,91350122MA31EGQ415,ABC,139999,350000,福建,福建省,,1
1430,福建三明信辉贸易有限公司,星火办公商行,三元区,三明市梅列区双园新村55幢103号,44,宁波得力,139999,91350400671939289Q,ing,福建省,MTYxNzcwNTQ3MTEzOQ==,,三明市,0291350400671939289Q,601,91350400671939289Q,ABC,139999,350000,福建,福建省,,1
1431,宁德市曾林贸易有限公司,日日兴玩具文具批发商行,蕉城区,宁德市蕉城区宁德商城地下商场,44,宁波得力,139999,91350902MA31F14R48,ing,福建省,MTYxNzcwNTQ4MTYxNQ==,,宁德市,0291350902MA31F14R48,601,91350902MA31F14R48,ABC,139999,350000,福建,福建省,,1
121,徽县科教办公用品店,徽县科教办公用品店,徽县,甘肃省陇南市徽县科教家园一号门面,44,宁波得力,279999,92621227MA72LURXX3,ing,甘肃省,MTYxNjEzNTU2OTQxNw==,,陇南市,0292621227MA72LURXX3,401,92621227MA72LURXX3,ABC,279999,620000,甘肃,甘肃省,,1
671,城关区拱星墩后街其力百货批发部,城关区拱星墩后街其力百货批发部,城关区,兰州市城关区东欧儿童城负一楼,44,宁波得力,279999,92620102MA73CF4473,ing,甘肃省,MTYxNjEzNjA5ODQ1MQ==,,兰州市,0292620102MA73CF4473,401,92620102MA73CF4473,ABC,279999,620000,甘肃,甘肃省,,1
672,榆中扬帆文体用品经销店,榆中扬帆文体用品经销店,榆中县,兰州市和平镇毅德城,44,宁波得力,279999,92620123MA71MYQ33H,ing,甘肃省,MTYxNjEzNjA5OTM2NA==,,兰州市,0292620123MA71MYQ33H,401,92620123MA71MYQ33H,ABC,279999,620000,甘肃,甘肃省,,1
673,城关区东岗西路新浩腾电子经营部,城关区东岗西路新浩腾电子经营部,城关区,兰州市城关区科技街,44,宁波得力,279999,2.6201E+15,ing,甘肃省,MTYxNjEzNjEwMDI4NA==,,兰州市,2.6201E+15,401,2.6201E+15,ABC,279999,620000,甘肃,甘肃省,,1
674,榆中宇轩文化用品经营部,榆中宇轩文化用品经营部,榆中县,兰州市榆中县栖云小区,44,宁波得力,279999,92620123MA72U6538Q,ing,甘肃省,MTYxNjEzNjEwMTI0MA==,,兰州市,0292620123MA72U6538Q,401,92620123MA72U6538Q,ABC,279999,620000,甘肃,甘肃省,,1
